"";"full_text"
"51";"Si los agricultores y ganaderos están casi vendiendo a perdidas, los transportistas igual... Y lo que más está subiendo es la cesta de la compra... Quien se estará llevándolo así por que el lo vale? https://t.co/aV2n0TaGDT"
"52";"Otra ""percepción de inseguridad"" @ClaudiaLopez <U+2B07><U+FE0F><U+0001F644><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F><U+2639><U+FE0F> https://t.co/9oum7FwlrR"
"53";"<U+0001F3AF> Oferta para las deportivas Puma, en color blanco y con logo en dorado para adulto #Publi

<U+2B55><U+FE0F> Ahora: 34,95€ 
<U+0001F6D2> Aquí: https://t.co/W50RWE1k7b

#amazon https://t.co/9UQR8Yfduu"
"54";"@DarthFurby Vamos loko!!!"
"55";"madrid y tú"
"56";"@quinto72 @NikSamotracia @biolenri Interesante ¿Alguna fuente que lo confirme?"
"57";"@andres_sanchis @drawsgood @rive_app @gariebo Aquí lo puedes ver en acción: https://t.co/gyOa6yO5fg"
"58";"Soldados #AúpaAtleti
<U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F>
https://t.co/WaXAfgCoc1"
"59";"ganas sobran d mas, hay q matarlassss"
"60";"@valenysofiok BuenDia. Que tengan un hermoso Martes <U+0001F64C><U+0001F49C>"
"61";"@_Anony_01 Awww para mí gracias<U+0001F60D><U+0001F924>toma<U+0001F339>"
"62";"pero m hace muy feliz asi q nimodo"
"63";"no os voy a decir en qué clase estoy"
"64";"Y a esto, señoras y señores, lo llamamos cultura y tradición, cuando esto es tortura y sadismo. https://t.co/DOZXrUYcBM"
"65";"Y por dónde se pasa Putin lo q diga sánc-HEZ??
https://t.co/2lxqw4EUvw"
"66";"@olanic0 Nicolas pasa foto"
"67";"Lo guapísimo y majo que eres <U+0001F97A><U+2764> — ay muchas gracias!!! pero es todo mentira en verdad soy un ogro https://t.co/NyjRRbuNpJ"
"68";"@batmancatbat Pues pa no saber...."
"69";"@ibarzzabal @aleee05_ si porfavor"
"70";"“La imagen es clara. Sin Cristo, no tenemos vida eterna. En la Segunda Venida, Jesús nos resucitará, y en ese mismo momento nos dará el don de la inmortalidad, que ya era nuestro.”
#LESAdv https://t.co/E5CtxRNzoP"
"71";"Qué me gustaría ver a esas lumbreras de la comunicación y del conocimiento en su verdadero hábitat, con un palillo en la boca, jugando al mus y bebiendo Fundador."
"72";"@cultrun #AhíLasDao. Y me suena que el marido de #NadiaCalviño ""asesora"" en su obtención, Imagino que #JoséBlanco #PepiñoBlanco y sus empleados vinculados a @PSOE y @populares también, ¿no?"
"73";"@MiguelProgre @dsantosfacher Sí, lo hay. Ser de izquierdas y creer que tienen el derecho a dar lecciones de moral."
"74";"Rita Pritt  #<U+5317><U+4EAC>Enid Camp  #<U+5317><U+4EAC><U+7EBF><U+4E0B> https://t.co/sTuGTXqNBZ"
"75";"2:46 de la madrugada, y tres tazas de café, Una combinación perfecta.<U+2661>"
"76";"@cuinoscornik new cascajo te está esperando"
"77";"@LUISENRIQUE21 eres la cabra"
"78";"""Antes eso lo hacían los periodistas, ahora mienten.""
Esto es cierto, pero también es un poco que antes tampoco teníamos mucha opción de buscar todo eso. https://t.co/gCu1JTDZxP"
"79";"<U+0001F449>No os perdáis este jueves 17 a las 18,30 h. en @BiblioChapiner  la presentación del nuevo libro del autor y profesor @ICViro  #ElpuentedeBeringia
<U+0001F449>Un libro de aventuras para jóvenes donde el lector podrá unirse a los personajes y disfrutarlas. !Os esperamos¡ https://t.co/T9eUrwyLvl"
"80";"@eljueves Hay gente que sospecha que si lees el Jueves , te vuelves subnormal."
"81";"<U+27A1> Nos vemos en el <U+0001D412><U+0001D42D><U+0001D41A><U+0001D427><U+0001D41D> <U+0001D406><U+0001D7CF><U+0001D7D2>
<U+0001F538>¿Cuándo?  Del 17 al 19 de noviembre 
<U+0001F538> ¿Dónde? Feira Internacional D. ABANCA: Avda. Recinto Feiral S/N.

#SEDEXPO #prevencion #prevencionderiesgos #incendios #riesgos #proteccion #seguridad #formación #emergencias #RIPCI #industria #PCI https://t.co/doeHliOja6"
"82";"Made in Barcelona <U+0001FA84> https://t.co/gveKK80bqk"
"83";"@mescojono No que va imposible los sindicatos siempre miran por el trabajador<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"84";"sin mirar atrás, sin buscar a nadie más, solo quiero estar contigo<U+0001F49E>"
"85";"@MrRichi94 Holi"
"86";"porque no estas con la persona que te gusta?"
"87";"Tengo ganas de querer bien bonito <U+0001F495>"
"88";"Papá, ¿por qué somos del Atleti? #AúpaAtleti
<U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F><U+0001F1F5><U+0001F1EA><U+2B07><U+FE0F>
https://t.co/EZrbu1oXl4"
"89";"@ariesmerche @Veo1Pringa0 @javiernegre10 @ximopuig Eso de los 200 autobuses es una mentira muy burda. ¿Tienes las pruebas? La insidia demuestra tu bajeza"
"90";"@lividiv2 @tearsfnbr Noti"
"91";"@miriamlunera Yo si quieres te llevo el chocolate a casa y te lo sirvo donde tú me digas."
"92";"Información de la buena. No la dimos en la habilitación. <U+0001F61C> https://t.co/pjxNnkL5Nu"
"93";"@Anarkia969 Toma, está rico."
"94";"Ep. 3: La alineación original https://t.co/X9iqmZk7PH"
"95";"@Manepa1771965 @VigoJuli @Aldo_Vazquez1 @RCDeportivo Sabes lo que es realidad,que tenías que estar encerrado un centro, y no con acceso libre a Twitter,deja de saltarte ya el turno de las pastillas, haz el favor"
"96";"CloacasAlRojoVivo FerrerasGate&amp;CiaBasuraMediática La Sexta es Tóxica"
"97";"@juanjodom @IdiazAyuso @PSOE @MasMadrid__ @PODEMOS Vete a cagar a la via encanto ¡¡"
"98";"¡Y solo es martes, señoría! <U+0001F643> https://t.co/KUuUY84rf8"
"99";"@MaxTena1 Eh tu eminencia !! ¿que es lo último que se ha decidido en el pleno de tu ayuntamiento?.  
Ni p  idea"
"100";"Esas sirenas no me gustan <U+0001F622>"
"101";"Malmojosa Stago"
"102";"@Coyote_81_ Jajajaja que buena!!!"
"103";"Tuve que dejar de seguir a alguien para que no estén saliendo ese poco de mujeres semidesnudas y con moral casquivana. Asco total!!!"
"104";"@PatricioJDiaz penal clarisimo?, eso con un arbitro de verdad no es para nada penal, se noto que barcelona metio otra vez dinero para robar pero actuó el karma y ahora lloran"
"105";"Ahora si van a dejar de endiosar a la kity? Por fin <U+0001F64C><U+0001F3FB>"
"106";"@nicovasquezb @iisabelrmrz Quién te preguntó?"
"107";"@g_rafael Además, se han hallado varios marcadores genéticos vinculados al desarrollo del cerebro sexualmente dimórfico y las vías hormonales en personas trans [1]. El estudio por pares fue publicado en Nature.

1]https://t.co/oTUiWJqh3l ."
"108";"@DarkKnightMty @GMtzBerlanga @LoQuePasaEnNL @revistacodigo21 @aztecacomunidad @CarlosSanchezMX Se supone que el Cerro de la Silla está ""protegido"".
Malditos políticos corruptos, NO a la destrucción de nuestro Cerro de la Silla. Y las demás montañas de N.L. @samuel_garcias, @CongresoNL, @Arq_Benavides, @GAMEZMARIO,@gregorioenlinea"
"109";"Uff que bueno por los perritos del sector... no habrá juegos pirotécnicos hasta fin de año."
"110";"@erikkadevine @MistressErikka Muy hermosa <U+0001F60D>"
"111";"Pinche fin de semana espectacular"
"112";"@thvwdh cOn qué??"
"113";"@Luisibergara Te amo pepina<U+0001F9E1><U+0001F97A>"
"114";"@PJMANEMIC Q LINDOS"
"115";"Que ganas de estar abrazada con uno de esos que mienten"
"116";"Gánense su camisa pa ir a ver a Benito bien guapos<U+0001F648><U+0001F970> https://t.co/W9wGJZZkbr"
"117";"Max Verstappen es un pendejo"
"118";"@PlaysOfTheWeek Hoy mis packers me decepcionaron a nivel de apuesta <U+0001F643>"
"119";"@BRITNEYSPE4RS Ah, y yo que estaba por ofrecerte uno. Sabia decisión, de todas formas."
"120";"Que buen técnico es Farías, le ganó en la táctica los dos partidos.
Galíndez titular en la selección"
"121";"Unas ganas de ser el rimel de ella <U+0001F972><U+0001FAF6>"
"122";"@lepeope @OsquitaGVR La seguridad en sí mismo es un rasgo tan, pero tan atractivo. Abrazar nuestras imperfecciones nos hace más humanos y más hermosos. Toda mi admiración, pequeño. Abrazo."
"123";"@Acaclubsw13 Marina no me gusta nunca tiene luz xd"
"124";"Como https://t.co/fcQ30WuRWP"
"125";"@Dracarys236 que tal tu domingo preciosa"
"126";"@LuisGonCT @atrevisiol @OrlvndoA Exacto <U+0001F601>. Le estoy respondiendo con el mismo grado de madurez <U+0001F92D>"
"127";"@iwitchange jajajjaja mas random"
"128";"Anoche interactué con todo el boliche prácticamente jajaja perdón no era yo, era Patricia"
"129";"@cgajardop Acá en el Sur de Chile se cortó la luz por un largo rato, por fín llegó"
"130";"@santibautista07 Jajajaja todo lo de salir decís vos?"
"131";"@va1iens un moto g22 <U+0001F9CD><U+0001F3FB><U+200D><U+2640><U+FE0F> recemos"
"132";"Que bueno ha sido la vida al rodearme de tantos ángeles."
"133";"@caamiiacoosta1 ni un beso le dio jajajaja"
"134";"@_albxreche te amo alba para cuando una resaca post concierto de argentina??<U+0001F62D><U+0001F979><U+0001F494><U+0001F494><U+0001F494>"
"135";"Cómo estoy disfrutando del vientito en la cama con la ventanita abierta <U+0001F499><U+0001F499><U+0001F499>"
"136";"@xiadrop @diapercabeth dioporco"
"137";"@Canana23 El tecito de menta <U+0001F60A>ricooo"
"138";"@cristhian290 Porque duele lo saco, nunca me olvidaré de ese pelado HP https://t.co/AnpKITTwFR"
"139";"m tenes tan enamorada hijo d puta https://t.co/NRdpwbmjM5"
"140";"El único que dice la verdad como es! https://t.co/4Ed5fkpTez"
"141";"Me encanta lo amorosa lo linda tierna y pacífica que es mi familia la verdad me saque el 5 de oro <U+0001F97A><U+2764><U+FE0F>"
"142";"Padre no soporta a Marley, en el único programa que lo tolera es La Voz porque no hace mucha cosa, solo presenta participantes"
"143";"@AABenedetti Lider? Qué sepamos Latinoamérica está en la inmunda, bobo HIJUEPUTA https://t.co/r5urYkqRnS"
"144";"me la pela lo de el tiktok now sinceramente"
"145";"@priifaccio aguante el calor."
"146";"ojalá darnos besitos bajo la lluvia."
"147";"Bien ganado Indios !!"
"148";"@RedGigavision @LuisFerCamachoV Jajajajajajaja jajajajajajaja jajaja!
No tiene miedo, el facho Camacho odioso racista descrimenador y si orinan el cobarde. https://t.co/sYJVv0jOB2"
"149";"@Agusmitre @El25viller0 Siempre <U+0001F605>"
"150";"@anateresa2 @gabiciddeleon No la alcancé a ver en el cine y creo que ya no está en cartelera. Ojalá HBO la pase pronto."
"151";"@JoanCsRomero @KeryNews Tienes razón pero los pochos esta bien pendejos ellos todavia van"
"152";"@CuleEstil @InvictosSomos @Cristiano Acabado esta tu club de mierda, ojalá desaparezca por los fans imbeciles como tú que tienen"
"153";"Por no depositarle a la Santera, vieron!"
"154";"¡A jugar Evertale! #Evertale https://t.co/XHZ7CCoJi5"
"155";"@edwinkantun7 @realidadamerica @mimoelaguila Pues yo no lo veo, creo que también es una cosa que repiten hasta al cansancio en la tele y todos lo repiten como pericos. ""Europa es otro nivel"". A mí la liga española es aburrida y predecible, solo dos equipos se juegan la copa SIEMPRE PAN CON LO MISMO."
"156";"Ufff!!! Al fin #AucasCampeon ahora si se pone en riesgo el invicto en la copa libertadores."
"157";"Que atroz !!! Como juegan con los Chilenos este gobierno comunista!!! https://t.co/pFRBtdnw05"
"158";"quiero jugar valoooo apurate ariiiiii"
"159";"@lopezobrador_  el Ine no se toca!!!! traidor !!!!
#ElINENoSeToca 
#ElINENoSeToca 
#ElINESomosTodos https://t.co/McTxTnjqsu"
"160";"Que es esto de querer llorar y no poder <U+0001F974><U+0001F642>"
"161";"las linduras mexicanas siempreee <U+0001F4A4><U+0001F4A4>

KIM LOAIZA EN MAZATLÁN 
KIM LOAIZA SOLD OUT
SPOTIFY PONME DEVOTO"
"162";"y esta r negra"
"163";"Eso pasa x andar creyendo en brujos y webadas"
"164";"<U+0001F42F><U+0001F308> PRIDE TIGEY #adoptable <U+0001F308><U+0001F42F>

<U+2728>#adopt #furryartist #sfwfurry<U+2728> https://t.co/z3iywq6gjh"
"165";"@pl4yboy__ salimos hace dos dias"
"166";"Q ganas de chichar lrpm"
"167";"@IdoloPasionWeb @AlfaroMoreno Díaz mmvga."
"168";"Usualmente se deja de intentar y ya está"
"169";"@VillaFernando_ Así o más claro!!!!!Que horror tanto descaro !!!!!"
"170";"@antonioaquino94 Y der furer ko se hace llamar el tarado ese"
"171";"Por que me gusta rodearme de gente de tan baja energía??????? Que coño está pasando conmigo?"
"172";"oigan como que esta escena esta para foto de perfil? https://t.co/WoBkrd1EAE"
"173";"Fua mi amor<U+0001F63B><U+0001F924>"
"174";"Somos @fernannyglass https://t.co/IHIhMTLFJL"
"175";"@suarezduranrica @diliarlozano Si señor <U+0001F44D>"
"176";"@FridaSiKahlo Y no porque aplaudan algunos   significa que sea sincero. Recuerdo el cierre masivo de la campaña del apruebo..nada hacía presagiar su estrepitosa derrota."
"177";"@saga91838562 @ZowlOficial @ElControlZ Lo explica en un preguntas y respuestas, la historia es muy buena"
"178";"@isasuareezz Es mentira nadie ama más que a mesi"
"179";"Mami me gustan cacos ni modo"
"180";"@Lulusalinas3 @Lulusalinas3, revisamos tu servicio y en cuanto tengamos detalles me pongo en contacto contigo, te llamaremos del 8001232222, para que nos identifiques. Javier V."
"181";"Por qué siempre tienes que hacer la misma mierda?"
"182";"@CarlaMaldonadoP Desde quien publica hasta los que opinan dan risa, se creen superiores intelectualmente y creen en una sentencia irrisoria y absurda, estos si son bien brutos la verdad"
"183";"Comoo estaba necesitando una lluviesita"
"184";"Los vmas y los emas son premiaciones que son patrocinadas por quienes distribuyen a tus faves (interescope) y la mayoría de sus ganadores son parte de esa empresa. Dime tú, ¿debería creer en ellos? https://t.co/asPGkNKIql"
"185";"A toda esa hinchada del @Aucas45 que saborea las mieles de la victoria por primera vez, FELICITACIONES!!!! Son los sinceros deseos de un #Barcelonista que ama el fútbol."
"186";"@kimIoaizasitio @KimLoaizaPress cincuenta y uno

KIM LOAIZA EN MAZATLÁN
KIM LOAIZA SOLD OUT
SPOTIFY PONME DEVOTO"
"187";"y dede cuando sale en ig que tu le tira capture a un story???"
"188";"Seguí hablando de mí que el culo de preguntas se te va a llenar."
"189";"@carlos11sv Los envidiosos nunca faltan hermano"
"190";"@EnriqueVargasdV El mejor camino es con usted #VargasGobernador 
#EsEnrique 
#SomosQuiqueFans
#GCR"
"191";"cuando vi tvd quería ser vampiro pa poder apagar mi humanidad <U+0001F923><U+0001F927> https://t.co/T4lip0bcPq"
"192";"Yo pensando en comida y plantas mientras juega el Aucas."
"193";"@emma_gis2 Te ayudo <U+0001F60F>"
"194";"Al final del día la cosecha siempre es beneficiosa para quien sabe esperar porque conoce cada debilidad del enemigo:
Europa ha elegido un bando en la nueva Guerra Fría: China
Alemania y Francia se acercan cada vez más a Xi.
@motoreco_ok 
https://t.co/N1uRJFSCJg"
"195";"@davellaneda77 @SDM_590 La Suruga 2014"
"196";"Llegaste en el momento en que más lo necesitaba"
"197";"@DiegoSaldanhaSa Y tú también a CHATM https://t.co/CuoyX1bsbu"
"198";"@DiegoCruz83 @BarcelonaSC Que? Hoy Souza se hizo un mejor psrtdo que el y ni ha jugado casi"
"199";"Yo sé que son soberbios, pero nadie merece un pifeada"
"200";"@fedevigevani YA ESTAS MAS ACTIVO"
"201";"@capochabostero @agarnacho7 Canterano de boca <U+0001F480>"
"202";"Hola personita de Twitter!

Aquí un Bot de Lucky! Mascota de @/alexy_lobito
Estoy para servirte :D!

•Dislexico
•Dibujante a veces-
•Random
   Busco amigos bots y no bots ;)

<U+2764><U+FE0F> Y <U+0001F503> = mutis :D https://t.co/B8WDBDzB9Y"
"203";"@corinthianls @Corinthians ah cara q bad"
"204";"@ivxn_f Si cual quieres ver?<U+0001F61C> https://t.co/kb8YVSyuLF"
"205";"@NadiaGA22 El nivel de desconocimiento de la realidad que tiene es brutal!! Amaré las caras cuando vean la realidad"
"206";"@EzrabenYosef Todáh rabá, Yosef. Aba le tenía mucho afecto."
"207";"quiero que te lleves algo que te recuerde a mi"
"208";"Ven que te masajee el culete, cari. https://t.co/eG4WZbr5HT"
"209";"@piojo22e Yo vi a esas basuras ofreciendo cash pero hubo cientos de manifestantes que los evidenciaron <U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC>. La policía actuó de inmediato y los sacaron de la marcha. Ni la falsa contingencia ni los intentos de la 4T por desvirtuar nuestra marcha funcionaron <U+0001F1F2><U+0001F1FD>viva Mexico<U+0001F1F2><U+0001F1FD> https://t.co/ArhxNyOtFO"
"210";"@Perro_que_habla Esa foto es del 2021 fake fake!! A mentirle a la abuela"
"211";"Nico González siempre rindió en la selección. Se banco jugar de 3, de carrilero, de extremo y de 9. Y siempre fue de regular hacia arriba. No va regalado. https://t.co/ycqiokH2rT"
"212";"@franquitodeN0LE flaco se fue por la puerta de atrás del real de la juve y ahora del united acaba de armar un papelón increíble, además está viejo y ya no rinde no lo va a querer ningún club grande, capaz se va al Newcastle (?)"
"213";"ES MUY PEGADIZA LA AMO https://t.co/dX23Avhbb4"
"214";"Jake quiso mostrarse relajado, cosa que al alter podía costarle.

—Ya, se que eres Steven,  soy Jake.

Notaba el nerviosismo ajeno. https://t.co/ev4JhQNF2R"
"215";"77 años después sale campeón el equipo oriental (Ecuador) dirigido por un DT oriental (Venezuela) 

<U+26BD><U+0001F525>"
"216";"2 años creo https://t.co/HPFPxlkyuJ"
"217";"@lthsxfrat yo le mandé audios y hasta videos JAJAJ <U+0001F62D>"
"218";"no me pides perdón por cómo me tratas… solo te enojas por cómo reacciono"
"219";"@sebashot78 Hmm cual elegirias tu?<U+0001F970>"
"220";"@Ivasquezt Hola Ivan, para poder ayudarte y entregarte un mejor servicio, te invitamos a escribirnos por WhatsApp al +56994447606 o directamente haciendo clic acá: https://t.co/uadaMbmpi2. Saludos!"
"221";"@DaanniieeeLaa Vamos Niners!!!"
"222";"@Ayriisu @Homero @abylsss @zsuqavond los que me acompañan en mis días tristes y felices <U+2764><U+FE0F><U+200D><U+0001FA79> https://t.co/hNMyXxdhyr"
"223";"@owornat Ay no mame, la hubiera gravado"
"224";"@obleacream ¡Suerte! <U+0001F975><U+0001F91E><U+0001F3FE>"
"225";"Ya me canso y otra vez es lunes mañana...  que sad <U+0001F611>, ya no me rinde la edad"
"226";"@InformaCosmos Que les  pasa!!!! La club es la dura acá en Ecuador @ClubPremiumEc... https://t.co/QhB7mnvFVn"
"227";"@julioastillero @lopezobrador_ Así es , lo más importante es que la ciudadanía manifieste cuando un político o gobernador abusa del poder"
"228";"@gabicattuzzo que dia de merda"
"229";"@monerohernandez Que te gusta"
"230";"@martibatres Jajaja pobre estulto de batres se nota que sabe contar aún con lentes no fuera su padrote naason"
"231";"@kparedesl Es necesario ventilar su miseria aca? Por pagar pensión hay que ser un indigente acaso? Recuerde que Usted lo eligió!"
"232";"@brafarafoo No se parece una wea"
"233";"77 años tuvo que esperar el @Aucas45 para ser campeón. Felicidades a esos hinchas de corazón, a los padres, madres y abuelos auquistas que nunca dejaron de alentar a su equipo, en todo momento, a pesar de todo. Festejen como se debe."
"234";"Lo feliz que estaba duki ayer cantando con sus amigotes dios todo el país de fiesta"
"235";"Te amo La forma en que me miras remix"
"236";"Jamás vi tanto trolo por M2 como en Madrid y encima ahora tienen a todos los de Argentina ahí también (?)"
"237";"3 semanas <U+0001F919><U+0001F919><U+0001F919><U+0001F919>"
"238";"@PelonGomis Hablo en que se colgó del la fama de su padre  para poder sobresalir en el medio artístico <U+0001F923><U+0001F923>"
"239";"Aucas en Ecuador, Patronato en Argentina y Magallanes en Chile campeones ...no sé pero se están alineando los planetas para un campeon inédito en el Mundial Qatar 2022 #Qatar2022 #QatarWorldCup @josedavidlopez_ @PabloFlamm @CokeHevia @FernandoAgustin @Tigrecruces"
"240";"Hoy mandé un audio que me salió del corazón y nunca llegó, que cosas <U+0001FAE0>"
"241";"@paupau_tg Aún q lo dudo esa gente es muy tierrua para tener esta app"
"242";"<U+0001F434> Los Colts vencieron a los Raiders en el regreso de Matt Ryan 

https://t.co/tsqihSdG7D

#TuPaseCompleto I #RaiderNation I #ColtsNation"
